secid,date,cusip,ticker,close
104533,2000-04-24,30231G10,XOM,79.875
104533,2000-04-25,30231G10,XOM,81
104533,2000-04-26,30231G10,XOM,80.125
104533,2000-04-27,30231G10,XOM,80.6875
104533,2000-04-28,30231G10,XOM,77.6875
104533,2000-05-01,30231G10,XOM,78
104533,2000-05-02,30231G10,XOM,78.25
104533,2000-05-03,30231G10,XOM,77.1875
104533,2000-05-04,30231G10,XOM,79.5
104533,2000-05-05,30231G10,XOM,80
104533,2000-05-08,30231G10,XOM,80.4375
104533,2000-05-09,30231G10,XOM,79.4375
104533,2000-05-10,30231G10,XOM,81.5
104533,2000-05-11,30231G10,XOM,82.9375
104533,2000-05-12,30231G10,XOM,82.02344
104533,2000-05-15,30231G10,XOM,83.625
104533,2000-05-16,30231G10,XOM,83.25
104533,2000-05-17,30231G10,XOM,81.375
104533,2000-05-18,30231G10,XOM,81.0625
104533,2000-05-19,30231G10,XOM,81.75
104533,2000-05-22,30231G10,XOM,83.3125
104533,2000-05-23,30231G10,XOM,83
104533,2000-05-24,30231G10,XOM,82.9375
104533,2000-05-25,30231G10,XOM,81.4375
104533,2000-05-26,30231G10,XOM,82.375
104533,2000-05-30,30231G10,XOM,83.5
104533,2000-05-31,30231G10,XOM,83.3125
104533,2000-06-01,30231G10,XOM,82.9375
104533,2000-06-02,30231G10,XOM,79.1875
104533,2000-06-05,30231G10,XOM,79.35547
104533,2000-06-06,30231G10,XOM,82.3125
104533,2000-06-07,30231G10,XOM,81.125
104533,2000-06-08,30231G10,XOM,80.0625
104533,2000-06-09,30231G10,XOM,79.1875
104533,2000-06-12,30231G10,XOM,80.75
104533,2000-06-13,30231G10,XOM,81.1875
104533,2000-06-14,30231G10,XOM,82.625
104533,2000-06-15,30231G10,XOM,82.4375
104533,2000-06-16,30231G10,XOM,83.6875
104533,2000-06-19,30231G10,XOM,84.0625
104533,2000-06-20,30231G10,XOM,83.25
104533,2000-06-21,30231G10,XOM,83.9375
104533,2000-06-22,30231G10,XOM,82.6875
104533,2000-06-23,30231G10,XOM,83.125
104533,2000-06-26,30231G10,XOM,83.375
104533,2000-06-27,30231G10,XOM,82.0625
104533,2000-06-28,30231G10,XOM,82.0625
104533,2000-06-29,30231G10,XOM,81.1875
104533,2000-06-30,30231G10,XOM,78.5
104533,2000-07-03,30231G10,XOM,79.5625
104533,2000-07-05,30231G10,XOM,76.9375
104533,2000-07-06,30231G10,XOM,78.1875
104533,2000-07-07,30231G10,XOM,78.5
104533,2000-07-10,30231G10,XOM,78.125
104533,2000-07-11,30231G10,XOM,80.5625
104533,2000-07-12,30231G10,XOM,78.625
104533,2000-07-13,30231G10,XOM,78.4375
104533,2000-07-14,30231G10,XOM,77.5625
104533,2000-07-17,30231G10,XOM,78.0625
104533,2000-07-18,30231G10,XOM,78.1875
104533,2000-07-19,30231G10,XOM,78.8125
104533,2000-07-20,30231G10,XOM,78.125
104533,2000-07-21,30231G10,XOM,77.0625
104533,2000-07-24,30231G10,XOM,76.1875
104533,2000-07-25,30231G10,XOM,75.375
104533,2000-07-26,30231G10,XOM,75.875
104533,2000-07-27,30231G10,XOM,80
104533,2000-07-28,30231G10,XOM,80.0625
104533,2000-07-31,30231G10,XOM,80
104533,2000-08-01,30231G10,XOM,79.9375
104533,2000-08-02,30231G10,XOM,82.875
104533,2000-08-03,30231G10,XOM,81.4375
104533,2000-08-04,30231G10,XOM,81.6875
104533,2000-08-07,30231G10,XOM,80.875
104533,2000-08-08,30231G10,XOM,80.8125
104533,2000-08-09,30231G10,XOM,81.25
104533,2000-08-10,30231G10,XOM,81.9375
104533,2000-08-11,30231G10,XOM,81.375
104533,2000-08-14,30231G10,XOM,82.6875
104533,2000-08-15,30231G10,XOM,81.3125
104533,2000-08-16,30231G10,XOM,82.75
104533,2000-08-17,30231G10,XOM,83.8125
104533,2000-08-18,30231G10,XOM,82.9375
104533,2000-08-21,30231G10,XOM,83.5
104533,2000-08-22,30231G10,XOM,83.125
104533,2000-08-23,30231G10,XOM,84.5625
104533,2000-08-24,30231G10,XOM,82.9375
104533,2000-08-25,30231G10,XOM,82.9375
104533,2000-08-28,30231G10,XOM,82.8125
104533,2000-08-29,30231G10,XOM,82.5
104533,2000-08-30,30231G10,XOM,81.375
104533,2000-08-31,30231G10,XOM,81.625
104533,2000-09-01,30231G10,XOM,82.3125
104533,2000-09-05,30231G10,XOM,82.8125
104533,2000-09-06,30231G10,XOM,83.9375
104533,2000-09-07,30231G10,XOM,83.75
104533,2000-09-08,30231G10,XOM,83.5
104533,2000-09-11,30231G10,XOM,85
104533,2000-09-12,30231G10,XOM,85.75
104533,2000-09-13,30231G10,XOM,85.8125
104533,2000-09-14,30231G10,XOM,85.25
104533,2000-09-15,30231G10,XOM,89
104533,2000-09-18,30231G10,XOM,89.625
104533,2000-09-19,30231G10,XOM,88
104533,2000-09-20,30231G10,XOM,86.6875
104533,2000-09-21,30231G10,XOM,86.3125
104533,2000-09-22,30231G10,XOM,86.1875
104533,2000-09-25,30231G10,XOM,85.875
104533,2000-09-26,30231G10,XOM,86.75
104533,2000-09-27,30231G10,XOM,89.25
104533,2000-09-28,30231G10,XOM,89.125
104533,2000-09-29,30231G10,XOM,89.125
104533,2000-10-02,30231G10,XOM,91.4375
104533,2000-10-03,30231G10,XOM,90.8125
104533,2000-10-04,30231G10,XOM,89.25
104533,2000-10-05,30231G10,XOM,89.1875
104533,2000-10-06,30231G10,XOM,89.4375
104533,2000-10-09,30231G10,XOM,91.125
104533,2000-10-10,30231G10,XOM,93.3125
104533,2000-10-11,30231G10,XOM,93.75
104533,2000-10-12,30231G10,XOM,94.125
104533,2000-10-13,30231G10,XOM,90.5
104533,2000-10-16,30231G10,XOM,87.8125
104533,2000-10-17,30231G10,XOM,87.8125
104533,2000-10-18,30231G10,XOM,86.5625
104533,2000-10-19,30231G10,XOM,86.5
104533,2000-10-20,30231G10,XOM,88.4375
104533,2000-10-23,30231G10,XOM,89.0625
104533,2000-10-24,30231G10,XOM,86.75
104533,2000-10-25,30231G10,XOM,87.1875
104533,2000-10-26,30231G10,XOM,87.75
104533,2000-10-27,30231G10,XOM,87.5625
104533,2000-10-30,30231G10,XOM,89.4375
104533,2000-10-31,30231G10,XOM,89.1875
104533,2000-11-01,30231G10,XOM,92.0625
104533,2000-11-02,30231G10,XOM,88.1875
104533,2000-11-03,30231G10,XOM,87.5
104533,2000-11-06,30231G10,XOM,88.6875
104533,2000-11-07,30231G10,XOM,89
104533,2000-11-08,30231G10,XOM,90.6875
104533,2000-11-09,30231G10,XOM,89.875
104533,2000-11-10,30231G10,XOM,89.5625
104533,2000-11-13,30231G10,XOM,89.9375
104533,2000-11-14,30231G10,XOM,89.875
104533,2000-11-15,30231G10,XOM,90.375
104533,2000-11-16,30231G10,XOM,90.6875
104533,2000-11-17,30231G10,XOM,90.3125
104533,2000-11-20,30231G10,XOM,91.375
104533,2000-11-21,30231G10,XOM,93.125
104533,2000-11-22,30231G10,XOM,94.25
104533,2000-11-24,30231G10,XOM,94.4375
104533,2000-11-27,30231G10,XOM,93.125
104533,2000-11-28,30231G10,XOM,93.063
104533,2000-11-29,30231G10,XOM,88.938
104533,2000-11-30,30231G10,XOM,88
104533,2000-12-01,30231G10,XOM,88.813
104533,2000-12-04,30231G10,XOM,90.688
104533,2000-12-05,30231G10,XOM,88.375
104533,2000-12-06,30231G10,XOM,86.25
104533,2000-12-07,30231G10,XOM,88
104533,2000-12-08,30231G10,XOM,88.5
104533,2000-12-11,30231G10,XOM,85.75
104533,2000-12-12,30231G10,XOM,86.563
104533,2000-12-13,30231G10,XOM,87.688
104533,2000-12-14,30231G10,XOM,85.5
104533,2000-12-15,30231G10,XOM,84.125
104533,2000-12-18,30231G10,XOM,86.375
104533,2000-12-19,30231G10,XOM,87.188
104533,2000-12-20,30231G10,XOM,85.188
104533,2000-12-21,30231G10,XOM,84.75
104533,2000-12-22,30231G10,XOM,86.813
104533,2000-12-26,30231G10,XOM,88.563
104533,2000-12-27,30231G10,XOM,87.75
104533,2000-12-28,30231G10,XOM,86.875
104533,2000-12-29,30231G10,XOM,86.938
104533,2001-01-02,30231G10,XOM,89.125
104533,2001-01-03,30231G10,XOM,85.25
104533,2001-01-04,30231G10,XOM,82.875
104533,2001-01-05,30231G10,XOM,83.25
104533,2001-01-08,30231G10,XOM,82.875
104533,2001-01-09,30231G10,XOM,82
104533,2001-01-10,30231G10,XOM,81
104533,2001-01-11,30231G10,XOM,81.75
104533,2001-01-12,30231G10,XOM,82.813
104533,2001-01-16,30231G10,XOM,81.813
104533,2001-01-17,30231G10,XOM,80.25
104533,2001-01-18,30231G10,XOM,79.125
104533,2001-01-19,30231G10,XOM,79.438
104533,2001-01-22,30231G10,XOM,80.25
104533,2001-01-23,30231G10,XOM,81.813
104533,2001-01-24,30231G10,XOM,81.625
104533,2001-01-25,30231G10,XOM,82.5
104533,2001-01-26,30231G10,XOM,81
104533,2001-01-29,30231G10,XOM,80.2
104533,2001-01-30,30231G10,XOM,81.98
104533,2001-01-31,30231G10,XOM,84.15
104533,2001-02-01,30231G10,XOM,83.49
104533,2001-02-02,30231G10,XOM,82.99
104533,2001-02-05,30231G10,XOM,84.8
104533,2001-02-06,30231G10,XOM,84.34
104533,2001-02-07,30231G10,XOM,84.36
104533,2001-02-08,30231G10,XOM,84.5
104533,2001-02-09,30231G10,XOM,85.86
104533,2001-02-12,30231G10,XOM,85.76
104533,2001-02-13,30231G10,XOM,84.79
104533,2001-02-14,30231G10,XOM,83.93
104533,2001-02-15,30231G10,XOM,82.5
104533,2001-02-16,30231G10,XOM,84.02
104533,2001-02-20,30231G10,XOM,83.8
104533,2001-02-21,30231G10,XOM,83.52
104533,2001-02-22,30231G10,XOM,84.21
104533,2001-02-23,30231G10,XOM,83.5
104533,2001-02-26,30231G10,XOM,83.8
104533,2001-02-27,30231G10,XOM,82.3
104533,2001-02-28,30231G10,XOM,81.05
104533,2001-03-01,30231G10,XOM,81.4
104533,2001-03-02,30231G10,XOM,83.21
104533,2001-03-05,30231G10,XOM,83.85
104533,2001-03-06,30231G10,XOM,83.6
104533,2001-03-07,30231G10,XOM,84.21
104533,2001-03-08,30231G10,XOM,85.85
104533,2001-03-09,30231G10,XOM,85.99
104533,2001-03-12,30231G10,XOM,83.76
104533,2001-03-13,30231G10,XOM,83.3
104533,2001-03-14,30231G10,XOM,82.64
104533,2001-03-15,30231G10,XOM,82.95
104533,2001-03-16,30231G10,XOM,81.7
104533,2001-03-19,30231G10,XOM,81.26
104533,2001-03-20,30231G10,XOM,80.66
104533,2001-03-21,30231G10,XOM,79.81
104533,2001-03-22,30231G10,XOM,77.7
104533,2001-03-23,30231G10,XOM,76.9
104533,2001-03-26,30231G10,XOM,78.25
104533,2001-03-27,30231G10,XOM,80.64
104533,2001-03-28,30231G10,XOM,78.65
104533,2001-03-29,30231G10,XOM,78.29
104533,2001-03-30,30231G10,XOM,81
104533,2001-04-02,30231G10,XOM,79.6
104533,2001-04-03,30231G10,XOM,77.9
104533,2001-04-04,30231G10,XOM,78.7
104533,2001-04-05,30231G10,XOM,80.93
104533,2001-04-06,30231G10,XOM,82.1
104533,2001-04-09,30231G10,XOM,82.51
104533,2001-04-10,30231G10,XOM,84
104533,2001-04-11,30231G10,XOM,81.94
104533,2001-04-12,30231G10,XOM,82
104533,2001-04-16,30231G10,XOM,84.55
104533,2001-04-17,30231G10,XOM,84.71
104533,2001-04-18,30231G10,XOM,85.13
104533,2001-04-19,30231G10,XOM,84.45
104533,2001-04-20,30231G10,XOM,85.17
104533,2001-04-23,30231G10,XOM,88
104533,2001-04-24,30231G10,XOM,87.49
104533,2001-04-25,30231G10,XOM,89.09
104533,2001-04-26,30231G10,XOM,88.85
104533,2001-04-27,30231G10,XOM,89.06
104533,2001-04-30,30231G10,XOM,88.6
104533,2001-05-01,30231G10,XOM,88.8
104533,2001-05-02,30231G10,XOM,86.5
104533,2001-05-03,30231G10,XOM,86.1
104533,2001-05-04,30231G10,XOM,87.55
104533,2001-05-07,30231G10,XOM,88.19
104533,2001-05-08,30231G10,XOM,88.74
104533,2001-05-09,30231G10,XOM,89.72
104533,2001-05-10,30231G10,XOM,88.1
104533,2001-05-11,30231G10,XOM,87.64
104533,2001-05-14,30231G10,XOM,89.06
104533,2001-05-15,30231G10,XOM,89.45
104533,2001-05-16,30231G10,XOM,89.5
104533,2001-05-17,30231G10,XOM,88.73
104533,2001-05-18,30231G10,XOM,90.2
104533,2001-05-21,30231G10,XOM,88.75
104533,2001-05-22,30231G10,XOM,88.81
104533,2001-05-23,30231G10,XOM,87.27
104533,2001-05-24,30231G10,XOM,87.93
104533,2001-05-25,30231G10,XOM,88.1
104533,2001-05-29,30231G10,XOM,87.8
104533,2001-05-30,30231G10,XOM,88.87
104533,2001-05-31,30231G10,XOM,88.75
104533,2001-06-01,30231G10,XOM,88.95
104533,2001-06-04,30231G10,XOM,90.83
104533,2001-06-05,30231G10,XOM,91.55
104533,2001-06-06,30231G10,XOM,89.4
104533,2001-06-07,30231G10,XOM,89.18
104533,2001-06-08,30231G10,XOM,89.39
104533,2001-06-11,30231G10,XOM,89.7
104533,2001-06-12,30231G10,XOM,90.12
104533,2001-06-13,30231G10,XOM,89.98
104533,2001-06-14,30231G10,XOM,88.85
104533,2001-06-15,30231G10,XOM,88.9
104533,2001-06-18,30231G10,XOM,88.5
104533,2001-06-19,30231G10,XOM,88.37
104533,2001-06-20,30231G10,XOM,87.73
104533,2001-06-21,30231G10,XOM,88.41
104533,2001-06-22,30231G10,XOM,88.91
104533,2001-06-25,30231G10,XOM,88.52
104533,2001-06-26,30231G10,XOM,88.56
104533,2001-06-27,30231G10,XOM,87.22
104533,2001-06-28,30231G10,XOM,86.82
104533,2001-06-29,30231G10,XOM,87.35
104533,2001-07-02,30231G10,XOM,87.7
104533,2001-07-03,30231G10,XOM,87.34
104533,2001-07-05,30231G10,XOM,87
104533,2001-07-06,30231G10,XOM,86.8
104533,2001-07-09,30231G10,XOM,86.72
104533,2001-07-10,30231G10,XOM,85.76
104533,2001-07-11,30231G10,XOM,84.95
104533,2001-07-12,30231G10,XOM,85.45
104533,2001-07-13,30231G10,XOM,85.98
104533,2001-07-16,30231G10,XOM,85.99
104533,2001-07-17,30231G10,XOM,85.3
104533,2001-07-18,30231G10,XOM,84.25
104533,2001-07-19,30231G10,XOM,43.08
104533,2001-07-20,30231G10,XOM,43.36
104533,2001-07-23,30231G10,XOM,42.5
104533,2001-07-24,30231G10,XOM,40.97
104533,2001-07-25,30231G10,XOM,42.13
104533,2001-07-26,30231G10,XOM,42.72
104533,2001-07-27,30231G10,XOM,42.73
104533,2001-07-30,30231G10,XOM,42.41
104533,2001-07-31,30231G10,XOM,41.76
104533,2001-08-01,30231G10,XOM,41.6
104533,2001-08-02,30231G10,XOM,41.73
104533,2001-08-03,30231G10,XOM,41.26
104533,2001-08-06,30231G10,XOM,40.85
104533,2001-08-07,30231G10,XOM,41.38
104533,2001-08-08,30231G10,XOM,41.25
104533,2001-08-09,30231G10,XOM,40.95
104533,2001-08-10,30231G10,XOM,41.35
104533,2001-08-13,30231G10,XOM,41.4
104533,2001-08-14,30231G10,XOM,41.15
104533,2001-08-15,30231G10,XOM,41.5
104533,2001-08-16,30231G10,XOM,41.29
104533,2001-08-17,30231G10,XOM,40.47
104533,2001-08-20,30231G10,XOM,40.75
104533,2001-08-21,30231G10,XOM,40.39
104533,2001-08-22,30231G10,XOM,40.71
104533,2001-08-23,30231G10,XOM,40.89
104533,2001-08-24,30231G10,XOM,41.7
104533,2001-08-27,30231G10,XOM,41.05
104533,2001-08-28,30231G10,XOM,40.51
104533,2001-08-29,30231G10,XOM,40.38
104533,2001-08-30,30231G10,XOM,40.15
104533,2001-08-31,30231G10,XOM,40.15
104533,2001-09-04,30231G10,XOM,40.75
104533,2001-09-05,30231G10,XOM,41.22
104533,2001-09-06,30231G10,XOM,40.9
104533,2001-09-07,30231G10,XOM,40.9
104533,2001-09-10,30231G10,XOM,41.24
104533,2001-09-17,30231G10,XOM,40.15
104533,2001-09-18,30231G10,XOM,39.48
104533,2001-09-19,30231G10,XOM,38.41
104533,2001-09-20,30231G10,XOM,37.02
104533,2001-09-21,30231G10,XOM,35.83
104533,2001-09-24,30231G10,XOM,35.86
104533,2001-09-25,30231G10,XOM,36.28
104533,2001-09-26,30231G10,XOM,36.01
104533,2001-09-27,30231G10,XOM,38.42
104533,2001-09-28,30231G10,XOM,39.4
104533,2001-10-01,30231G10,XOM,39.09
104533,2001-10-02,30231G10,XOM,39.99
104533,2001-10-03,30231G10,XOM,39.84
104533,2001-10-04,30231G10,XOM,40.58
104533,2001-10-05,30231G10,XOM,40.69
104533,2001-10-08,30231G10,XOM,40.94
104533,2001-10-09,30231G10,XOM,41.06
104533,2001-10-10,30231G10,XOM,42.28
104533,2001-10-11,30231G10,XOM,42.09
104533,2001-10-12,30231G10,XOM,42.29
104533,2001-10-15,30231G10,XOM,41.65
104533,2001-10-16,30231G10,XOM,41.75
104533,2001-10-17,30231G10,XOM,41.44
104533,2001-10-18,30231G10,XOM,40.4
104533,2001-10-19,30231G10,XOM,40.54
104533,2001-10-22,30231G10,XOM,41.12
104533,2001-10-23,30231G10,XOM,40.87
104533,2001-10-24,30231G10,XOM,39.86
104533,2001-10-25,30231G10,XOM,40.56
104533,2001-10-26,30231G10,XOM,41.06
104533,2001-10-29,30231G10,XOM,40.68
104533,2001-10-30,30231G10,XOM,39.46
104533,2001-10-31,30231G10,XOM,39.45
104533,2001-11-01,30231G10,XOM,40.49
104533,2001-11-02,30231G10,XOM,39.76
104533,2001-11-05,30231G10,XOM,39.39
104533,2001-11-06,30231G10,XOM,39.47
104533,2001-11-07,30231G10,XOM,39.08
104533,2001-11-08,30231G10,XOM,39.5
104533,2001-11-09,30231G10,XOM,40.25
104533,2001-11-12,30231G10,XOM,40.06
104533,2001-11-13,30231G10,XOM,40.5
104533,2001-11-14,30231G10,XOM,38.7
104533,2001-11-15,30231G10,XOM,37.19
104533,2001-11-16,30231G10,XOM,37.54
104533,2001-11-19,30231G10,XOM,37.01
104533,2001-11-20,30231G10,XOM,37.96
104533,2001-11-21,30231G10,XOM,37.88
104533,2001-11-23,30231G10,XOM,38.44
104533,2001-11-26,30231G10,XOM,37.77
104533,2001-11-27,30231G10,XOM,37.35
104533,2001-11-28,30231G10,XOM,37.1
104533,2001-11-29,30231G10,XOM,37.45
104533,2001-11-30,30231G10,XOM,37.4
104533,2001-12-03,30231G10,XOM,37.66
104533,2001-12-04,30231G10,XOM,38.31
104533,2001-12-05,30231G10,XOM,38.88
104533,2001-12-06,30231G10,XOM,37.33
104533,2001-12-07,30231G10,XOM,38.07
104533,2001-12-10,30231G10,XOM,37.55
104533,2001-12-11,30231G10,XOM,36.81
104533,2001-12-12,30231G10,XOM,37.42
104533,2001-12-13,30231G10,XOM,36.44
104533,2001-12-14,30231G10,XOM,36.86
104533,2001-12-17,30231G10,XOM,37.47
104533,2001-12-18,30231G10,XOM,37.55
104533,2001-12-19,30231G10,XOM,38.35
104533,2001-12-20,30231G10,XOM,38.3
104533,2001-12-21,30231G10,XOM,38.5
104533,2001-12-24,30231G10,XOM,39
104533,2001-12-26,30231G10,XOM,39.6
104533,2001-12-27,30231G10,XOM,39.79
104533,2001-12-28,30231G10,XOM,39.78
104533,2001-12-31,30231G10,XOM,39.3
104533,2002-01-02,30231G10,XOM,39.6
104533,2002-01-03,30231G10,XOM,39.66
104533,2002-01-04,30231G10,XOM,40
104533,2002-01-07,30231G10,XOM,39.65
104533,2002-01-08,30231G10,XOM,39.7
104533,2002-01-09,30231G10,XOM,39.24
104533,2002-01-10,30231G10,XOM,39.39
104533,2002-01-11,30231G10,XOM,38.5
104533,2002-01-14,30231G10,XOM,38.64
104533,2002-01-15,30231G10,XOM,39.3
104533,2002-01-16,30231G10,XOM,38.48
104533,2002-01-17,30231G10,XOM,38.64
104533,2002-01-18,30231G10,XOM,38.4
104533,2002-01-22,30231G10,XOM,38.02
104533,2002-01-23,30231G10,XOM,38.9
104533,2002-01-24,30231G10,XOM,38.8
104533,2002-01-25,30231G10,XOM,39.16
104533,2002-01-28,30231G10,XOM,38.96
104533,2002-01-29,30231G10,XOM,37.95
104533,2002-01-30,30231G10,XOM,38.69
104533,2002-01-31,30231G10,XOM,39.05
104533,2002-02-01,30231G10,XOM,39
104533,2002-02-04,30231G10,XOM,38.35
104533,2002-02-05,30231G10,XOM,38.33
104533,2002-02-06,30231G10,XOM,38.92
104533,2002-02-07,30231G10,XOM,38.3
104533,2002-02-08,30231G10,XOM,38.29
104533,2002-02-11,30231G10,XOM,38.5
104533,2002-02-12,30231G10,XOM,38.4
104533,2002-02-13,30231G10,XOM,38.64
104533,2002-02-14,30231G10,XOM,39
104533,2002-02-15,30231G10,XOM,38.9
104533,2002-02-19,30231G10,XOM,38.77
104533,2002-02-20,30231G10,XOM,38.99
104533,2002-02-21,30231G10,XOM,39.15
104533,2002-02-22,30231G10,XOM,40.72
104533,2002-02-25,30231G10,XOM,41
104533,2002-02-26,30231G10,XOM,40.72
104533,2002-02-27,30231G10,XOM,40.92
104533,2002-02-28,30231G10,XOM,41.3
104533,2002-03-01,30231G10,XOM,42
104533,2002-03-04,30231G10,XOM,42.65
104533,2002-03-05,30231G10,XOM,42.5
104533,2002-03-06,30231G10,XOM,43.21
104533,2002-03-07,30231G10,XOM,42.89
104533,2002-03-08,30231G10,XOM,42.91
104533,2002-03-11,30231G10,XOM,43.49
104533,2002-03-12,30231G10,XOM,44
104533,2002-03-13,30231G10,XOM,43.12
104533,2002-03-14,30231G10,XOM,43.24
104533,2002-03-15,30231G10,XOM,43.61
104533,2002-03-18,30231G10,XOM,43.74
104533,2002-03-19,30231G10,XOM,43.8
104533,2002-03-20,30231G10,XOM,43.53
104533,2002-03-21,30231G10,XOM,43.53
104533,2002-03-22,30231G10,XOM,43.47
104533,2002-03-25,30231G10,XOM,42.85
104533,2002-03-26,30231G10,XOM,43.74
104533,2002-03-27,30231G10,XOM,43.95
104533,2002-03-28,30231G10,XOM,43.83
104533,2002-04-01,30231G10,XOM,43.83
104533,2002-04-02,30231G10,XOM,44.38
104533,2002-04-03,30231G10,XOM,43.69
104533,2002-04-04,30231G10,XOM,43.15
104533,2002-04-05,30231G10,XOM,42.63
104533,2002-04-08,30231G10,XOM,43.24
104533,2002-04-09,30231G10,XOM,42.72
104533,2002-04-10,30231G10,XOM,43.18
104533,2002-04-11,30231G10,XOM,42.4
104533,2002-04-12,30231G10,XOM,41.3
104533,2002-04-15,30231G10,XOM,41.6
104533,2002-04-16,30231G10,XOM,42.28
104533,2002-04-17,30231G10,XOM,42.22
104533,2002-04-18,30231G10,XOM,42.46
104533,2002-04-19,30231G10,XOM,42.52
104533,2002-04-22,30231G10,XOM,41.85
104533,2002-04-23,30231G10,XOM,41.35
104533,2002-04-24,30231G10,XOM,40.3
104533,2002-04-25,30231G10,XOM,40.54
104533,2002-04-26,30231G10,XOM,40
104533,2002-04-29,30231G10,XOM,39.7
104533,2002-04-30,30231G10,XOM,40.17
104533,2002-05-01,30231G10,XOM,40.69
104533,2002-05-02,30231G10,XOM,40.8
104533,2002-05-03,30231G10,XOM,40.59
104533,2002-05-06,30231G10,XOM,39.25
104533,2002-05-07,30231G10,XOM,39.1
104533,2002-05-08,30231G10,XOM,40.01
104533,2002-05-09,30231G10,XOM,39.36
104533,2002-05-10,30231G10,XOM,38.96
104533,2002-05-13,30231G10,XOM,40.01
104533,2002-05-14,30231G10,XOM,40.58
104533,2002-05-15,30231G10,XOM,39.71
104533,2002-05-16,30231G10,XOM,40.27
104533,2002-05-17,30231G10,XOM,40.2
104533,2002-05-20,30231G10,XOM,39.59
104533,2002-05-21,30231G10,XOM,39.77
104533,2002-05-22,30231G10,XOM,40.43
104533,2002-05-23,30231G10,XOM,40.9
104533,2002-05-24,30231G10,XOM,40.23
104533,2002-05-28,30231G10,XOM,39.84
104533,2002-05-29,30231G10,XOM,40.3
104533,2002-05-30,30231G10,XOM,39.35
104533,2002-05-31,30231G10,XOM,39.93
104533,2002-06-03,30231G10,XOM,39.08
