code,year_,freq,ITEM5601,ITEM7011,ITEM7210,ITEM7220,ITEM7230,ITEM7240,ITEM7250,ITEM8101,ITEM8106,ITEM8111,ITEM8121,ITEM8136,ITEM8226,ITEM8231,ITEM8236,ITEM8306,ITEM8316,ITEM8336,ITEM8366,ITEM8371,ITEM8401,ITEM8406,ITEM8601,ITEM8611,ITEM8621,ITEM8626,ITEM8631,ITEM8636,ITEM6001,ITEM6004
29511,2007,A,AXP,67700,60239160000,11029000000,147419000000,31557000000,4012000000,,,,,,394.14271,659.47955,49.33828,,14.0571,53.1958,12.7135,37.78699,0.21406,2177533.2349,11.62791,10.52632,16.3629,3.51682,13.13186,8.22768,AMERICAN EXPRESS COMPANY,025816109
29511,2008,A,AXP,66000,21518000000,11841000000,122604000000,31920000000,2699000000,,,,,,380.82088,583.00819,56.30648,,17.60652,53.40539,8.45551,23.96521,0.26035,1857636.3636,-30.95238,14.28571,-16.83297,-2.51108,1.1503,-32.72682,AMERICAN EXPRESS COMPANY,025816109
29511,2009,A,AXP,58300,48299840000,14406000000,121109000000,26730000000,2130000000,,,,,,288.13689,379.57795,45.15106,,10.62851,54.26113,7.96857,14.12373,0.22071,2077341.3379,-33.62069,0,-1.21937,-11.66667,-16.2594,-21.08188,AMERICAN EXPRESS COMPANY,025816109
29511,2010,A,AXP,61000,51375240000,16230000000,143645000000,30242000000,4006000000,,,,,,321.33703,439.7289,49.68359,,20.14086,59.24542,13.24648,26.50641,0.21053,2354836.0656,117.53247,0,17.58181,4.63122,13.1388,90.03795,AMERICAN EXPRESS COMPANY,025816109
29511,2011,A,AXP,62500,54905880000,18794000000,150462000000,32282000000,4877000000,,,,,,258.13025,351.62818,43.92139,,22.02156,62.34124,15.10749,27.73963,0.21455,2407392,22.98507,0,5.00377,2.45902,7.58874,21.74239,AMERICAN EXPRESS COMPANY,025816109
29511,2012,A,AXP,63500,63515400000,18886000000,150682000000,33808000000,4433000000,,,,,,250.49243,332.62205,41.68978,,20.44487,60.17215,13.11228,23.40741,0.22437,2372944.8819,-5.58252,11.11111,0.14622,1.6,4.72709,-9.10396,AMERICAN EXPRESS COMPANY,025816109
29511,2013,A,AXP,62800,96536720000,19496000000,150932000000,34932000000,5312000000,,,,,,233.28375,311.82294,40.2784,79.31982,22.59247,41.84988,15.20669,27.54714,0.23144,2403375.7962,25.39512,11.25,0.16591,-1.10236,3.32466,19.82856,AMERICAN EXPRESS COMPANY,025816109
29511,2014,A,AXP,54000,95179920000,20673000000,156993000000,36004000000,5839000000,,,,,,221.91264,300.30475,39.54444,78.4744,23.70848,40.58716,16.21764,28.83696,0.22934,2907277.7778,13.8952,13.48315,4.01572,-14.01274,3.01279,9.92093,AMERICAN EXPRESS COMPANY,025816109
29511,2015,A,AXP,54800,67393950000,20673000000,158953000000,34441000000,5125000000,,,,,,199.52111,257.73715,33.5206,76.74574,25.05734,37.84443,14.88052,24.3021,0.21667,2900602.1898,-9.14023,11.88119,1.24846,1.48148,-4.34118,-12.22812,AMERICAN EXPRESS COMPANY,025816109
29511,2016,A,AXP,56400,66968320000,20501000000,156557000000,33823000000,5365000000,,,,,,152.50963,267.43086,35.01983,76.59285,20.99163,40.30394,15.86199,25.68549,0.21604,2775833.3333,11.97636,7.9646,-1.50736,2.91971,-1.79437,4.68293,AMERICAN EXPRESS COMPANY,025816109
29511,2017,A,AXP,55000,85307290000,18227000000,179512000000,35583000000,2715000000,,,,,,240.68689,339.71032,34.49296,74.57494,20.83579,36.08465,7.63005,26.91508,0.19822,3263854.5455,4.51206,9.83607,14.66239,-2.48227,5.20356,-49.39422,AMERICAN EXPRESS COMPANY,025816109
29511,2018,A,AXP,59000,80736040000,22290000000,187122000000,43281000000,6867000000,,,,,,211.34141,280.6236,33.42792,73.46642,18.72877,36.68584,15.86608,30.81346,0.2313,3171559.322,23.97278,10.44776,4.23927,7.27273,11.00539,151.81518,AMERICAN EXPRESS COMPANY,025816109
29511,2019,A,AXP,64500,100836900000,23071000000,196860000000,47020000000,6712000000,,,,,,183.0003,278.60518,32.65112,73.07316,17.91791,36.75883,14.27478,29.15798,0.23885,3052093.0233,9.08743,10.81081,5.20409,9.32203,8.63889,-2.25717,AMERICAN EXPRESS COMPANY,025816109
29511,2020,A,AXP,63700,97332550000,22984000000,188667000000,38185000000,3115000000,,,,,,135.41159,195.04873,23.76144,75.57942,11.25049,43.44114,8.15765,13.20873,0.20239,2961805.3375,-52.85174,4.87805,-4.16184,-1.24031,-18.78988,-53.59058,AMERICAN EXPRESS COMPANY,025816109
29511,2021,A,AXP,64000,124499600000,22177000000,186163000000,43663000000,8004000000,,,,,,110.43874,184.50647,21.97966,70.22651,24.48068,45.07707,18.33131,34.74057,0.23454,2908796.875,166.05217,0,-1.32721,0.47096,14.34595,156.95024,AMERICAN EXPRESS COMPANY,025816109
29511,2022,A,AXP,77300,109778250000,24711000000,224849000000,55625000000,7457000000,,,,,,137.84145,177.73866,19.53355,69.50831,17.23146,31.26292,13.40584,31.53967,0.24739,2908783.9586,-1.80701,20.93023,20.78071,20.78125,27.39619,-6.83408,AMERICAN EXPRESS COMPANY,025816109
29694,2007,A,AMGN,17500,50480280000,17869000000,34639000000,14771000000,3166000000,1.49733,2.11054,54.83475,16.11073,0.74812,51.3571,62.54967,32.2671,81.76833,35.84727,23.9388,21.43389,17.38736,0.42643,1979371.4286,13.70968,0,2.51865,-12.93532,3.52537,7.32203,AMGEN INC.,031162100
29694,2008,A,AMGN,16900,60464250000,20386000000,36443000000,15003000000,4196000000,2.37925,3.11523,62.7554,13.61934,0.7254,45.01128,49.91661,27.92306,82.77678,37.11258,25.48824,27.96774,21.99275,0.41168,2156390.5325,38.29787,0,5.208,-3.42857,1.57065,32.53316,AMGEN INC.,031162100
29694,2009,A,AMGN,17200,56287150000,22667000000,39629000000,14642000000,4605000000,4.01523,4.8882,71.00148,11.13987,0.62165,46.76843,46.76843,26.75061,83.71807,38.30761,25.89127,31.45062,21.53651,0.36948,2304011.6279,15.64103,0,8.79018,1.77515,-2.40619,13.64758,AMGEN INC.,031162100
29694,2010,A,AMGN,17400,51166800000,23944000000,43486000000,15006000000,4627000000,3.00715,3.5204,75.32535,10.09555,0.7058,45.4143,55.80521,30.72713,83.2467,37.41837,26.54272,30.83433,19.76282,0.34508,2499195.4023,6.20843,0,9.73277,1.16279,2.486,0.47774,AMGEN INC.,031162100
29694,2011,A,AMGN,17800,51085476000,19029000000,48871000000,15582000000,3683000000,4.09055,4.79545,74.8052,10.49542,0.6893,112.16564,112.60707,43.84604,83.23065,33.37184,28.78963,23.63625,16.285,0.31884,2745561.7978,-15.65762,,12.3833,2.29885,3.83846,-20.40199,AMGEN INC.,031162100
29694,2012,A,AMGN,18000,65193060000,19060000000,54298000000,17265000000,4345000000,3.2449,3.81016,77.09635,8.06819,0.81255,126.09654,139.18678,48.85815,81.39589,32.30235,27.8077,25.16652,22.47583,0.31797,3016555.5556,36.63366,56.52174,11.10475,1.1236,10.80092,17.97448,AMGEN INC.,031162100
29694,2013,A,AMGN,20000,86084768000,22096000000,66125000000,18676000000,5081000000,2.78067,3.44369,70.89195,9.85493,0.71491,134.06499,145.40188,48.58677,82.08396,33.01028,26.60634,27.20604,24.38112,0.28243,3306250,20.32301,30.55556,21.78165,11.11111,8.1726,16.93901,AMGEN INC.,031162100
29694,2014,A,AMGN,17900,121124116000,25778000000,69009000000,20063000000,5158000000,4.22032,4.95334,77.86708,7.33443,0.82245,117.21235,119.15199,44.50869,77.95943,32.73688,23.42122,25.70902,21.20435,0.29073,3855251.3967,0.85624,29.78723,4.36144,-10.5,7.42664,1.51545,AMGEN INC.,031162100
29694,2015,A,AMGN,17900,122396820000,28083000000,71576000000,21662000000,6939000000,3.96642,4.44421,81.4736,7.77559,0.82645,104.35495,112.36691,44.0874,80.48657,39.32693,22.37097,32.03305,25.46526,0.30264,3998659.2179,35.23146,29.5082,3.7198,0,7.96989,34.52889,AMGEN INC.,031162100
29694,2016,A,AMGN,19200,107932222000,29875000000,77626000000,22991000000,7722000000,3.68172,4.10657,82.77548,6.87894,0.7888,101.06444,115.80251,44.56754,81.89726,42.57318,22.01731,33.58706,26.35611,0.29618,4043020.8333,13.05511,26.58228,8.45255,7.26257,6.13517,11.28405,AMGEN INC.,031162100
29694,2017,A,AMGN,20800,125590580000,25241000000,79954000000,22849000000,1979000000,4.97949,5.48514,84.23882,6.54257,0.75784,135.45422,140.01822,44.20292,82.19178,45.25362,21.31384,8.66121,29.14826,0.28578,3843942.3077,7.32772,15,2.999,8.33333,-0.61763,-74.37192,AMGEN INC.,031162100
29694,2018,A,AMGN,21500,122564232000,12500000000,66416000000,23747000000,8394000000,2.43802,2.789,77.89888,9.51672,0.74645,236.08,271.432,51.08558,82.73045,44.54036,22.45336,35.34762,46.06435,0.35755,3089116.2791,14.83573,14.78261,-16.93224,3.36538,3.93015,324.15361,AMGEN INC.,031162100
29694,2019,A,AMGN,23400,142568798000,9673000000,59707000000,23362000000,7842000000,1.01036,1.4367,48.3243,22.00108,0.6591,278.61057,309.13884,50.0829,81.35434,41.61031,22.04435,33.56733,71.12321,0.39128,2551581.1966,2.01457,9.84848,-10.10148,8.83721,-1.62126,-6.57613,AMGEN INC.,031162100
29694,2020,A,AMGN,24300,132962736000,9409000000,62948000000,25424000000,7264000000,1.37055,1.81447,50.35471,25.17972,0.68423,349.61207,350.57923,52.40198,75.77486,35.94635,22.53776,28.57143,75.47223,0.40389,2590452.6749,-4.38764,10.34483,5.42817,3.84615,8.8263,-7.37057,AMGEN INC.,031162100
29694,2021,A,AMGN,24200,125600751000,6700000000,61165000000,25979000000,5893000000,1.13887,1.59102,41.45989,30.12123,0.76601,495.85075,497.14925,54.45761,75.15686,29.40452,26.45598,22.68371,72.75679,0.42474,2527479.3388,-16.46697,10,-2.8325,-0.41152,2.18298,-18.8739,AMGEN INC.,031162100
29694,2022,A,AMGN,25200,140249760000,3661000000,65121000000,26323000000,6552000000,1.00064,1.41429,41.94086,28.81096,0.66304,1020.32232,1063.78039,59.80406,75.66387,36.34084,20.56756,24.89078,128.45322,0.40422,2584166.6667,17.7592,10.22727,6.46775,4.13223,1.32415,11.18276,AMGEN INC.,031162100
29833,2007,A,AAPL,23700,172790922774,14532000000,25259000000,24006000000,3496000000,2.08786,2.36111,70.07652,18.35034,50.43831,0,0,0,33.96651,18.36624,12.34275,14.56303,28.8835,0.95039,1065780.5907,64.84074,0,46.81197,33.24338,24.28682,75.76672,APPLE INC.,037833100
29833,2008,A,AAPL,35100,75818621796,21030000000,39434000000,32479000000,4834000000,2.07167,2.46168,70.59671,13.5601,48.79766,0,0,0,34.31448,19.32018,11.57979,14.88346,27.59239,0.82363,1123475.7835,34.50462,0,56.11861,48.10127,35.29534,38.27231,APPLE INC.,037833100
29833,2009,A,AAPL,36800,189617812626,31640000000,47338000000,42603000000,8235000000,2.48201,2.74248,74.47631,16.02599,51.76141,0,0,0,39.71551,26.84787,9.73875,19.32962,,0.89997,1286358.6957,,0,31.25017,4.8433,13.63527,34.58081,APPLE INC.,037833100
29833,2010,A,AAPL,49400,295455299328,47791000000,75183000000,65067000000,14013000000,1.72044,2.01129,61.72801,23.81112,51.09031,0,0,0,39.29642,28.07875,8.47895,21.53626,36.97945,0.86545,1521923.0769,75.00085,0,58.82167,34.23913,52.72868,70.16393,APPLE INC.,037833100
29833,2011,A,AAPL,63300,376357185000,76615000000,116371000000,108598000000,25922000000,1.36521,1.60844,58.83347,26.04472,68.15764,0,0,0,40.99707,31.76302,6.99737,23.86968,45.35618,0.93321,1838404.4234,95.87054,0,54.78366,28.13765,66.90181,84.98537,APPLE INC.,037833100
29833,2012,A,AAPL,76100,499821045063,118210000000,176064000000,156508000000,41733000000,1.24464,1.49585,50.78487,32.42156,107.93746,0,0,0,43.87124,35.29596,6.41501,26.66509,38.08723,0.88893,2313587.385,25.99456,,51.29543,20.22117,44.11683,60.99452,APPLE INC.,037833100
29833,2013,A,AAPL,80300,504476450284,123549000000,207000000000,170910000000,37037000000,1.40641,1.67864,55.61772,28.165,78.15734,13.72735,13.72735,8.19324,37.62448,28.66948,6.33667,21.67047,28.81892,0.82565,2577833.1258,-8.46318,122.64899,17.57088,5.51905,9.20209,-11.25249,APPLE INC.,037833100
29833,2014,A,AAPL,92600,647506851180,111547000000,231839000000,182795000000,39510000000,0.85,1.08011,38.97798,39.71779,53.81058,25.98636,31.64137,15.22393,38.58804,28.72234,6.5609,21.61438,35.50484,0.78846,2503660.9071,28.70186,9.49149,11.99952,15.31756,6.95395,6.67711,APPLE INC.,037833100
29833,2015,A,AAPL,110000,587219540780,119355000000,290479000000,233715000000,53394000000,0.91662,1.10877,48.72116,33.94907,57.7722,44.79326,54.00863,22.19162,40.0599,30.47729,6.13097,22.84577,42.64119,0.80458,2640718.1818,26.90356,9.98418,25.29341,18.7905,27.85634,35.14047,APPLE INC.,037833100
29833,2016,A,AAPL,116000,618034746120,128249000000,321686000000,215639000000,45687000000,1.23855,1.35267,64.14769,27.41581,53.94823,58.81293,67.86174,27.05495,39.07596,27.83541,6.5823,21.1868,34.64721,0.67034,2773155.1724,-11.36652,9.85222,10.7944,5.45455,-7.73421,-14.43421,APPLE INC.,037833100
29833,2017,A,AAPL,123000,867506995230,134047000000,375319000000,229234000000,48351000000,1.08967,1.27606,57.66334,27.7298,37.46701,72.5171,86.29809,30.82178,38.46986,26.76043,6.65739,21.09242,38.85063,0.61077,3051373.9837,22.46956,10.3139,16.67247,6.03448,6.30452,5.83098,APPLE INC.,037833100
29833,2018,A,AAPL,132000,750051491640,107147000000,365725000000,265595000000,59531000000,0.98657,1.12384,50.48082,37.30423,34.69595,87.48262,106.84667,31.30303,38.34372,26.69403,6.28965,22.4142,45.69286,0.72622,2770643.9394,17.01942,14.63415,-2.55623,7.31707,15.86196,23.12258,APPLE INC.,037833100
29833,2019,A,AAPL,137000,1.3047563E12,90488000000,338516000000,260174000000,55256000000,1.38466,1.54013,61.77412,28.13185,37.02183,101.45765,119.40478,31.91784,37.81777,24.57202,7.01261,21.23809,55.99897,0.76857,2470919.708,5.81877,7.80142,-7.43974,3.78788,-2.04108,-7.18113,APPLE INC.,037833100
29833,2020,A,AAPL,147000,2.2526467E12,65339000000,323888000000,274515000000,57411000000,1.21854,1.3636,63.30603,26.0554,38.81548,151.98274,173.09264,34.91855,38.23325,24.14731,7.25498,20.91361,81.98264,0.84756,2203319.7279,16.76203,6.25,-4.32121,7.29927,5.51208,3.90003,APPLE INC.,037833100
29833,2021,A,AAPL,154000,2.9169044E12,63090000000,351002000000,365817000000,94680000000,0.90966,1.07455,46.45569,38.199,37.90941,174.15597,199.02837,35.77387,41.77936,29.78238,6.00656,25.88179,144.60557,1.04221,2279233.7662,62.68059,7.12074,8.37141,4.7619,33.25938,64.91613,APPLE INC.,037833100
29833,2022,A,AAPL,164000,2.0715292E12,50672000000,352755000000,394328000000,99803000000,0.70941,0.87936,35.67372,44.99982,36.86309,196.89572,238.81039,34.30426,43.30963,30.28874,6.36374,25.30964,147.63212,1.11785,2150945.122,-2.2626,5.20231,0.49943,6.49351,7.79379,5.41086,APPLE INC.,037833100
30385,2007,A,BAC,210000,183107152388,142394000000,1.715746E12,119190000000,14982000000,,,,,,117.33149,428.41131,35.55491,,17.89915,,12.56985,10.75054,0.06947,8170219.0476,-28.10458,13.20755,17.53802,3.23215,2.24407,-29.10614,BANK OF AMERICA CORPORATION,060505104
30385,2008,A,BAC,243000,70647516840,137791000000,1.817943E12,112452000000,4008000000,,,,,,163.58833,459.35221,34.8166,,4.18756,,3.56419,1.85981,0.06186,7481246.9136,-83.33333,-6.66667,5.95642,15.71429,-5.65316,-73.2479,BANK OF AMERICA CORPORATION,060505104
30385,2009,A,BAC,284000,130272673526,193557000000,2.223299E12,143272000000,6270000000,,,,,,176.11195,395.09292,34.39618,,-0.0677,,4.37629,-1.1639,0.06444,7828517.6056,,-98.21429,22.29751,16.87243,23.48054,59.17746,BANK OF AMERICA CORPORATION,060505104
30385,2010,A,BAC,288000,134535863621,211351000000,2.264909E12,129645000000,-2242000000,,,,,,169.94478,356.63517,33.27957,,7.67326,,-1.72934,-1.70772,0.05724,7864267.3611,,0,1.55486,1.40845,-9.51128,,BANK OF AMERICA CORPORATION,060505104
30385,2011,A,BAC,282000,58579815041,211371000000,2.097047E12,107242000000,1445000000,,,,,,130.03203,294.66057,29.70019,,1.26816,,1.34742,0.04875,0.05114,7436336.8794,,0,-7.41142,-2.08333,-17.28027,,BANK OF AMERICA CORPORATION,060505104
30385,2012,A,BAC,267000,125133487496,217889000000,2.176936E12,98061000000,4186000000,,,,,,101.14691,275.17452,27.54215,,1.07586,,4.26877,1.24111,0.04505,8153318.3521,2399.9,0,3.8096,-5.31915,-8.56101,189.68858,BANK OF AMERICA CORPORATION,060505104
30385,2013,A,BAC,242000,164914455169,219333000000,2.069917E12,98845000000,11429000000,,,,,,92.82598,225.12755,23.85501,,16.68269,,11.56255,4.41449,0.04775,8553376.0331,261.32645,0,-4.91604,-9.3633,-1.28432,173.02914,BANK OF AMERICA CORPORATION,060505104
30385,2014,A,BAC,224000,188140944896,224162000000,2.07628E12,94067000000,4833000000,,,,,,94.75959,212.16263,22.90577,,9.4454,,5.13783,1.70373,0.04531,9269107.1429,-60.36888,200,0.3074,-7.43802,-4.83383,-57.71284,BANK OF AMERICA CORPORATION,060505104
30385,2015,A,BAC,213000,174699861010,233932000000,2.119852E12,92416000000,15888000000,,,,,,82.68642,187.72678,20.71621,,24.578,,17.19183,5.9807,0.0436,9952356.8075,266.30817,66.66667,2.09856,-4.91071,-1.75513,228.73991,BANK OF AMERICA CORPORATION,060505104
30385,2016,A,BAC,208000,222163025848,241620000000,2.168476E12,93481000000,17906000000,,,,,,71.54168,170.12582,18.95608,,27.99713,,19.15469,6.43021,0.04311,10425365.385,14.18581,25,,-2.34742,0.3715,13.07148,BANK OF AMERICA CORPORATION,060505104
30385,2017,A,BAC,209000,303681167763,244823000000,2.268609E12,99512000000,18232000000,,,,,,75.70571,178.46893,19.25995,,29.35726,,18.32141,7.27615,0.04386,10854588.517,16.22288,56,4.61767,0.48077,6.45158,2.30053,BANK OF AMERICA CORPORATION,060505104
30385,2018,A,BAC,204000,238251216157,242999000000,2.343766E12,110617000000,28147000000,,,,,,78.75135,179.63736,18.6246,,31.71845,,25.44546,10.65948,0.0472,11489049.02,49.85404,38.46154,3.31291,-2.39234,11.15946,54.3824,BANK OF AMERICA CORPORATION,060505104
30385,2019,A,BAC,208000,311209166160,241409000000,2.427635E12,113613000000,27430000000,,,,,,89.76674,178.19095,17.71967,,29.44997,,24.14336,10.49798,0.0468,11671322.115,5.574,22.22222,3.10587,1.96078,3.60478,-2.54734,BANK OF AMERICA CORPORATION,060505104
30385,2020,A,BAC,213000,262206175523,248414000000,2.81218E12,94491000000,17894000000,,,,,,97.65231,182.18699,16.09349,,28.5932,,18.93725,6.68349,0.0336,13202723.005,-31.98447,9.09091,15.84031,2.40385,-16.83082,-34.76486,BANK OF AMERICA CORPORATION,060505104
30385,2021,A,BAC,208000,359382721789,245358000000,3.160342E12,95662000000,31978000000,,,,,,110.56212,202.23469,15.7008,,35.68815,,33.42811,12.08467,0.03027,15193951.923,90.66694,8.33333,12.3805,-2.34742,1.23927,78.70795,BANK OF AMERICA CORPORATION,060505104
30385,2022,A,BAC,217000,264853285472,244800000000,3.03803E12,117852000000,27528000000,,,,,,106.08292,203.65564,16.41027,,27.2961,,23.35811,10.44555,0.03879,14000138.249,-10.78924,10.25641,-3.87021,4.32692,23.19625,-13.91582,BANK OF AMERICA CORPORATION,060505104
30781,2007,A,BA,159300,67173127278,9004000000,58789000000,66387000000,4074000000,0.47714,0.86499,34.12023,21.04106,5.84345,82.79653,91.25944,13.9771,20.00392,8.88578,5.31881,6.13674,59.75928,1.12924,369045.82549,85.21127,16,15.85637,3.44156,7.89371,83.92777,BOEING CO,097023105
30781,2008,A,BA,162200,31003988504,-1294000000,49665000000,60909000000,2672000000,0.30092,0.83958,12.62902,23.21291,3.86399,,-580.5255,15.12534,17.69853,6.44896,5.06329,4.38687,74.0248,1.2264,306196.05425,-30.60837,11.72414,-15.51991,1.82046,-8.25162,-34.41335,BOEING CO,097023105
30781,2009,A,BA,157100,40914401379,2128000000,58991000000,68281000000,1312000000,0.52842,1.07274,31.81573,17.44295,3.36144,574.10714,607.33083,21.90843,17.45141,2.99644,4.9267,1.92147,327.02599,1.15748,375499.68173,-48.76712,3.7037,18.77781,-3.14427,12.1033,-50.8982,BOEING CO,097023105
30781,2010,A,BA,160500,47983008866,2766000000,64534000000,64306000000,3307000000,0.45837,1.14626,25.92182,14.06635,2.42211,414.7867,449.06001,19.24722,19.62958,7.55451,5.66666,5.1426,133.69204,0.99647,402080.99688,138.50267,0,9.39635,2.16423,-5.82153,152.05793,BOEING CO,097023105
30781,2011,A,BA,171700,54624094953,3515000000,74094000000,68735000000,4018000000,0.42499,1.20681,22.62999,12.58583,1.91237,285.00711,351.94879,16.69636,18.9074,8.24907,4.95817,5.84564,126.20642,0.92767,431531.74141,19.50673,1.19048,14.8139,6.97819,6.88738,21.49985,BOEING CO,097023105
30781,2012,A,BA,174400,56944316816,5867000000,82143000000,81698000000,3892000000,0.43417,1.27404,23.65772,10.4207,1.90725,152.94017,177.41606,12.6718,16.08607,7.49957,4.54968,4.76389,82.03353,0.99458,471003.44037,-4.12758,6.17647,10.86323,1.57251,18.85939,-2.91843,BOEING CO,097023105
30781,2013,A,BA,168400,102009718490,14875000000,89724000000,86623000000,4578000000,0.43018,1.26392,23.44715,10.58795,1.77092,54.26555,64.77311,10.73849,15.41738,7.30522,4.56692,5.28497,43.11259,0.96544,532802.85036,16.71311,21.05263,9.22903,-3.44037,6.0283,17.6259,BOEING CO,097023105
30781,2014,A,BA,165500,91860447339,8665000000,92622000000,90762000000,5440000000,0.37045,1.19514,19.31401,11.68253,1.6694,93.95268,104.67398,9.79249,15.43598,7.92843,4.15042,5.9937,45.91694,0.97992,559649.54683,23.81339,41.87643,3.22991,-1.72209,4.77818,18.82918,BOEING CO,097023105
30781,2015,A,BA,161400,96387135965,6335000000,94143000000,96114000000,5172000000,0.41611,1.35353,17.66275,13.07999,1.70732,137.80584,157.28493,10.5839,14.59309,7.45989,3.66752,5.38111,68.38615,1.02094,583289.96283,0.778,23.22581,1.66192,-2.47734,5.89674,-4.92647,BOEING CO,097023105
30781,2016,A,BA,150500,96080387623,817000000,89665000000,94571000000,4892000000,0.38475,1.24642,16.04948,14.81885,1.74405,1171.11383,1218.11506,11.09909,14.57212,5.85592,3.82358,5.17283,140.58371,1.05471,595780.7309,2.26721,22.77487,-4.75659,-6.75341,-1.60539,-5.41377,BOEING CO,097023105
30781,2017,A,BA,140800,174303262240,355000000,91992000000,93392000000,8191000000,0.36996,1.15803,15.33433,16.6127,1.69053,2755.49296,3131.5493,12.08475,18.55191,10.76431,4.38367,8.77056,1216.43682,1.01522,653352.27273,53.80063,27.29211,2.59522,-6.44518,-1.24668,67.43663,BOEING CO,097023105
30781,2018,A,BA,153000,183064283453,339000000,117075000000,101127000000,10453000000,0.28101,1.07648,9.75065,16.35432,1.28072,3143.65782,4084.66077,11.82746,19.41816,11.66948,4.5161,10.33651,1050.47507,0.86378,765196.07843,52.52663,20.35176,4.493,8.66477,7.57619,23.67487,BOEING CO,097023105
30781,2019,A,BA,161100,183373155703,-8617000000,132942000000,84818000000,-636000000,0.23123,1.05053,9.81131,12.19908,0.99906,,-316.83881,20.53678,15.34816,6.94428,4.60869,-0.74984,,0.63801,825214.1527,,14.40501,13.55285,5.29412,-16.12725,,BOEING CO,097023105
30781,2020,A,BA,141000,124651448740,-18316000000,152050000000,58656000000,-11873000000,0.40835,1.3937,21.03714,8.26277,0.76319,,-347.14457,41.81717,-6.83818,-11.0594,,-20.24175,,0.38577,1078368.7943,,-100,14.37319,-12.47672,-30.84487,,BOEING CO,097023105
30781,2021,A,BA,142000,118560861437,-14999000000,138475000000,62286000000,-4202000000,0.33689,1.32532,14.94856,10.47062,0.71167,,-387.37249,41.95848,4.84379,-5.44103,6.67405,-6.7463,,0.4498,975176.05634,,0,-8.92798,0.70922,6.18863,,BOEING CO,097023105
30781,2022,A,BA,156000,113834876049,-15883000000,137037000000,66608000000,-4935000000,0.31676,1.21622,15.72272,10.32203,0.77882,,-358.88056,41.59534,5.25763,-5.31017,6.28603,-7.40902,,0.48606,878442.30769,,0,-1.03845,9.85915,6.93896,,BOEING CO,097023105
31488,2007,A,CAT,101333,45276433883,8883000000,54579000000,44958000000,3541000000,0.75855,1.14529,4.40397,61.82832,4.64773,200.70922,320.03828,52.0878,25.93754,13.46368,8.49904,7.87624,41.67771,0.82372,538610.32438,3.86847,20,11.54506,7.12526,8.28817,0.11309,CATERPILLAR INC.,149123101
31488,2008,A,CAT,112887,26870195053,6087000000,64471000000,51324000000,3557000000,0.80034,1.21343,8.6492,57.30724,4.64923,375.12732,583.78512,55.1178,23.74133,10.91302,8.57104,6.93048,48.56693,0.79608,571110.93394,5.40037,17.3913,18.12419,11.40201,14.15988,0.45185,CATERPILLAR INC.,149123101
31488,2009,A,CAT,93813,35602947756,8740000000,57324000000,32396000000,895000000,0.97341,1.38861,18.1679,51.93176,2.94076,249.96568,361.91076,55.17933,24.06779,7.25398,11.25139,2.76269,12.23095,0.56514,611045.37751,-74.73498,3.7037,-11.0856,-16.89654,-36.87943,-74.83835,CATERPILLAR INC.,149123101
31488,2010,A,CAT,104490,59832135393,10824000000,61527000000,42588000000,2700000000,0.92984,1.4446,11.57812,52.78843,3.60707,188.8119,262.54619,46.18785,27.0757,11.52907,9.97464,6.33981,27.54027,0.69218,588831.46713,190.20979,3.57143,7.33201,11.38115,31.46067,201.67598,CATERPILLAR INC.,149123101
31488,2011,A,CAT,125099,58666520966,12883000000,79289000000,60138000000,4928000000,0.73866,1.33497,8.24591,47.08613,3.45953,193.6195,268.50889,43.62774,26.3893,13.56048,8.65177,8.19449,41.58814,0.75847,633810.02246,78.31325,4.5977,28.86863,19.72342,41.20879,82.51852,CATERPILLAR INC.,149123101
31488,2012,A,CAT,125341,58697912885,17532000000,87345000000,65875000000,5681000000,0.82322,1.42914,13.03499,44.56777,2.98627,158.29341,228.96988,45.95913,27.52486,14.7962,8.9852,8.62391,36.94919,0.75419,696858.96873,14.59459,10.98901,10.1603,0.19345,9.53973,15.28003,CATERPILLAR INC.,149123101
31488,2013,A,CAT,118501,57920646877,20811000000,84302000000,55656000000,3789000000,0.852,1.40437,15.86279,44.80501,2.67216,128.38883,181.39445,44.77948,26.8237,11.84958,9.96658,6.80789,19.37314,0.6602,711403.2793,-32.15672,14.85149,-3.05546,-5.45711,-15.51271,-33.304,CATERPILLAR INC.,149123101
31488,2014,A,CAT,114233,55482425145,16746000000,83277000000,55184000000,3695000000,0.86469,1.39423,18.88749,43.13171,2.94837,165.91425,234.59334,47.17389,27.93745,11.58307,10.32364,6.69578,19.50182,0.66266,729010.00587,2.12459,16.37931,-1.21587,-3.60166,-0.84807,-2.48087,CATERPILLAR INC.,149123101
31488,2015,A,CAT,105700,39574595644,14809000000,76843000000,47011000000,2102000000,0.84196,1.30852,18.76925,45.57499,2.79827,170.48417,257.22871,49.5725,28.32741,10.10615,11.05911,4.47129,13.17737,0.61178,726991.48534,-40.50115,11.48148,-7.72602,-7.46982,-14.81045,-43.11231,CATERPILLAR INC.,149123101
31488,2016,A,CAT,95400,54390713866,13137000000,71914000000,38537000000,-67000000,0.82929,1.22329,22.42312,45.36866,2.73157,173.69262,279.99543,51.14859,27.22059,7.00885,12.15974,-0.17386,-0.51708,0.53588,753815.51363,,2.32558,-5.19294,-9.74456,-18.02557,,CATERPILLAR INC.,149123101
